TIME,JOINT_0_X, JOINT_0_Y, JOINT_0_Z,JOINT_1_X, JOINT_1_Y, JOINT_1_Z,JOINT_2_X, JOINT_2_Y, JOINT_2_Z,JOINT_3_X, JOINT_3_Y, JOINT_3_Z,JOINT_4_X, JOINT_4_Y, JOINT_4_Z,JOINT_5_X, JOINT_5_Y, JOINT_5_Z,JOINT_6_X, JOINT_6_Y, JOINT_6_Z,JOINT_7_X, JOINT_7_Y, JOINT_7_Z,JOINT_8_X, JOINT_8_Y, JOINT_8_Z,JOINT_9_X, JOINT_9_Y, JOINT_9_Z,JOINT_10_X, JOINT_10_Y, JOINT_10_Z,JOINT_11_X, JOINT_11_Y, JOINT_11_Z,JOINT_12_X, JOINT_12_Y, JOINT_12_Z,JOINT_13_X, JOINT_13_Y, JOINT_13_Z,JOINT_14_X, JOINT_14_Y, JOINT_14_Z,JOINT_15_X, JOINT_15_Y, JOINT_15_Z,JOINT_16_X, JOINT_16_Y, JOINT_16_Z,JOINT_17_X, JOINT_17_Y, JOINT_17_Z,JOINT_18_X, JOINT_18_Y, JOINT_18_Z,JOINT_19_X, JOINT_19_Y, JOINT_19_Z,JOINT_20_X, JOINT_20_Y, JOINT_20_Z
417
458
500,0.6997497081756592, 0.9617375731468201, 0,0.6162537932395935, 0.9423823356628418, 0,0.5645469427108765, 0.8775424957275391, 0,0.5454354286193848, 0.809917151927948, 0,0.5502798557281494, 0.7519218921661377, 0,0.5933931469917297, 0.814592719078064, 0,0.5751363039016724, 0.7778117060661316, 0,0.5877649188041687, 0.8222064971923828, 0,0.6008173227310181, 0.8639488816261292, 0,0.6293318867683411, 0.8043922781944275, 0,0.6079822182655334, 0.7670511603355408, 0,0.6193063259124756, 0.8313166499137878, 0,0.6343057155609131, 0.8704039454460144, 0,0.6655870676040649, 0.8055002093315125, 0,0.6403223872184753, 0.767951250076294, 0,0.645237922668457, 0.8364588022232056, 0,0.6571637988090515, 0.8789439797401428, 0,0.704592764377594, 0.8147925138473511, 0,0.6757166385650635, 0.7906253933906555, 0,0.6733347177505493, 0.8436639904975891, 0,0.683758556842804, 0.8772996664047241, 0
516
558,0.7248550057411194, 0.8651912808418274, 0,0.6466374397277832, 0.8289936780929565, 0,0.599717378616333, 0.7707064747810364, 0,0.5786119103431702, 0.709054708480835, 0,0.571503221988678, 0.6510569453239441, 0,0.6249805092811584, 0.7103949785232544, 0,0.6183940172195435, 0.6591535806655884, 0,0.6219466328620911, 0.690733015537262, 0,0.6312819719314575, 0.7385704517364502, 0,0.6598142385482788, 0.7017629742622375, 0,0.6484221816062927, 0.6468630433082581, 0,0.6481221914291382, 0.6896594166755676, 0,0.6577078700065613, 0.7356849312782288, 0,0.6931923627853394, 0.7020308971405029, 0,0.6770960688591003, 0.6529828906059265, 0,0.6731098890304565, 0.703719973564148, 0,0.6784571409225464, 0.7534523010253906, 0,0.7306225299835205, 0.706478476524353, 0,0.7125566005706787, 0.6730276942253113, 0,0.7054532766342163, 0.7101337313652039, 0,0.7073091864585876, 0.7470174431800842, 0
574
616,0.7285444736480713, 0.7832478284835815, 0,0.650149405002594, 0.743476927280426, 0,0.6039310097694397, 0.6803348660469055, 0,0.5845488905906677, 0.6133208870887756, 0,0.5878831148147583, 0.5522092580795288, 0,0.631679892539978, 0.6188334226608276, 0,0.6226067543029785, 0.5687064528465271, 0,0.6240819692611694, 0.5995258092880249, 0,0.6346356868743896, 0.6427982449531555, 0,0.6672292947769165, 0.6095114946365356, 0,0.6504389047622681, 0.5570422410964966, 0,0.650715708732605, 0.6073793172836304, 0,0.664621889591217, 0.6542844176292419, 0,0.7036395072937012, 0.6061813235282898, 0,0.6855022311210632, 0.5562009811401367, 0,0.6801857948303223, 0.611565351486206, 0,0.6877435445785522, 0.6634320020675659, 0,0.7448588609695435, 0.6083616018295288, 0,0.7232213616371155, 0.5732106566429138, 0,0.7113240361213684, 0.6115798354148865, 0,0.715009868144989, 0.6537612080574036, 0
633
669
697
748
776
811
843
877
906
943
971
1003
1033
1067
1099
1152
1181
1210
1250
1279
1307
1340
1373
1401
1436
1468
1519
1547
1579
1611
1646
1674
1715
1743
1771
1805
1833
1873
1901
1950
1978
2013
2042
2076
2105
2145
2173
2201
2233
2269
2297
2353
2381
2409
2444
2477
2506
2540
2569
2602
2637
2665
2699
2748
2780
2809
2846
2875
2909
2938
2971
3004
3036
3064
3102
3151
3179
3211
3245
3273
3311
3340
3373
3402
3436
3464
3499
