TIME,JOINT_0_X, JOINT_0_Y, JOINT_0_Z,JOINT_1_X, JOINT_1_Y, JOINT_1_Z,JOINT_2_X, JOINT_2_Y, JOINT_2_Z,JOINT_3_X, JOINT_3_Y, JOINT_3_Z,JOINT_4_X, JOINT_4_Y, JOINT_4_Z,JOINT_5_X, JOINT_5_Y, JOINT_5_Z,JOINT_6_X, JOINT_6_Y, JOINT_6_Z,JOINT_7_X, JOINT_7_Y, JOINT_7_Z,JOINT_8_X, JOINT_8_Y, JOINT_8_Z,JOINT_9_X, JOINT_9_Y, JOINT_9_Z,JOINT_10_X, JOINT_10_Y, JOINT_10_Z,JOINT_11_X, JOINT_11_Y, JOINT_11_Z,JOINT_12_X, JOINT_12_Y, JOINT_12_Z,JOINT_13_X, JOINT_13_Y, JOINT_13_Z,JOINT_14_X, JOINT_14_Y, JOINT_14_Z,JOINT_15_X, JOINT_15_Y, JOINT_15_Z,JOINT_16_X, JOINT_16_Y, JOINT_16_Z,JOINT_17_X, JOINT_17_Y, JOINT_17_Z,JOINT_18_X, JOINT_18_Y, JOINT_18_Z,JOINT_19_X, JOINT_19_Y, JOINT_19_Z,JOINT_20_X, JOINT_20_Y, JOINT_20_Z
61,0.21150314807891846, 0.6805501580238342, 0,0.27403542399406433, 0.6705104112625122, 0,0.33158889412879944, 0.6195694208145142, 0,0.3714999854564667, 0.571016788482666, 0,0.4090838134288788, 0.5493935346603394, 0,0.3128567636013031, 0.4933639168739319, 0,0.34321853518486023, 0.4260249733924866, 0,0.3572503924369812, 0.3810542821884155, 0,0.3681205213069916, 0.33690524101257324, 0,0.27277326583862305, 0.46760860085487366, 0,0.29035210609436035, 0.3825511336326599, 0,0.2990170121192932, 0.3284642994403839, 0,0.3049188256263733, 0.28132638335227966, 0,0.23393136262893677, 0.46507126092910767, 0,0.23479728400707245, 0.38471710681915283, 0,0.23488962650299072, 0.33297187089920044, 0,0.23523226380348206, 0.2868621349334717, 0,0.19331982731819153, 0.48206496238708496, 0,0.18068058788776398, 0.4214131534099579, 0,0.1724684238433838, 0.382327675819397, 0,0.1664811670780182, 0.34187793731689453, 0
109,0.21078795194625854, 0.680351972579956, 0,0.2732331156730652, 0.6705946922302246, 0,0.33137252926826477, 0.6200686097145081, 0,0.37012767791748047, 0.5706133842468262, 0,0.40684089064598083, 0.5477592945098877, 0,0.3125680088996887, 0.4933926463127136, 0,0.3425527513027191, 0.4255860447883606, 0,0.35644716024398804, 0.38082295656204224, 0,0.36726751923561096, 0.33653372526168823, 0,0.2724129557609558, 0.4676387310028076, 0,0.289485901594162, 0.3820916414260864, 0,0.29814428091049194, 0.32830166816711426, 0,0.3038643002510071, 0.28044867515563965, 0,0.23363080620765686, 0.4648929536342621, 0,0.23460833728313446, 0.38464686274528503, 0,0.23472186923027039, 0.3334529399871826, 0,0.23505647480487823, 0.28743529319763184, 0,0.19312192499637604, 0.4817682206630707, 0,0.18078956007957458, 0.42113301157951355, 0,0.17270570993423462, 0.3824661374092102, 0,0.16664953529834747, 0.3421587646007538, 0
157,0.210010826587677, 0.6801211833953857, 0,0.27234500646591187, 0.6700958609580994, 0,0.3305453062057495, 0.6189419627189636, 0,0.37028735876083374, 0.570576012134552, 0,0.407789945602417, 0.5493090152740479, 0,0.31167274713516235, 0.49313363432884216, 0,0.34163931012153625, 0.42493343353271484, 0,0.3557949960231781, 0.37961825728416443, 0,0.36705681681632996, 0.3351392149925232, 0,0.27193114161491394, 0.4674341678619385, 0,0.28860944509506226, 0.38181209564208984, 0,0.29751890897750854, 0.3275318145751953, 0,0.30357426404953003, 0.27984070777893066, 0,0.23308703303337097, 0.4647330641746521, 0,0.23390880227088928, 0.38449108600616455, 0,0.23442259430885315, 0.33323556184768677, 0,0.234970822930336, 0.2872604727745056, 0,0.19265615940093994, 0.4815557599067688, 0,0.18030259013175964, 0.4207921624183655, 0,0.17214375734329224, 0.3818247318267822, 0,0.1662086844444275, 0.3413163721561432, 0
195,0.21181954443454742, 0.6796571612358093, 0,0.272327721118927, 0.6699385643005371, 0,0.33011236786842346, 0.6193898916244507, 0,0.3706189692020416, 0.5725631713867188, 0,0.408619225025177, 0.5536506175994873, 0,0.31109151244163513, 0.4919372797012329, 0,0.3409815728664398, 0.423714816570282, 0,0.35547691583633423, 0.3783815801143646, 0,0.36721083521842957, 0.33441632986068726, 0,0.2712433934211731, 0.46612548828125, 0,0.2883908450603485, 0.3801625370979309, 0,0.29726311564445496, 0.32566896080970764, 0,0.3035077154636383, 0.27796855568885803, 0,0.23268859088420868, 0.4638919234275818, 0,0.23323756456375122, 0.3833015263080597, 0,0.2331952005624771, 0.33109742403030396, 0,0.23356716334819794, 0.2843625545501709, 0,0.19225634634494781, 0.4816078245639801, 0,0.17909866571426392, 0.4209762513637543, 0,0.17011871933937073, 0.3821451663970947, 0,0.1635112315416336, 0.3412846028804779, 0
225,0.20890918374061584, 0.6791840195655823, 0,0.27002638578414917, 0.6701682806015015, 0,0.32783177495002747, 0.6187655925750732, 0,0.3686595857143402, 0.5724680423736572, 0,0.4083097577095032, 0.5567026734352112, 0,0.3121601641178131, 0.4917095899581909, 0,0.3435889780521393, 0.42468810081481934, 0,0.357505738735199, 0.3793743848800659, 0,0.36790019273757935, 0.33511555194854736, 0,0.2721068859100342, 0.4651484191417694, 0,0.290387362241745, 0.379755437374115, 0,0.29850292205810547, 0.3256203532218933, 0,0.3035949468612671, 0.2779253423213959, 0,0.2329368144273758, 0.4629746079444885, 0,0.23398202657699585, 0.3825652599334717, 0,0.23343254625797272, 0.3310869336128235, 0,0.23311394453048706, 0.2843993008136749, 0,0.19183579087257385, 0.4812396168708801, 0,0.1783183068037033, 0.4209321439266205, 0,0.16887059807777405, 0.38258153200149536, 0,0.16171106696128845, 0.3421260714530945, 0
265,0.2097775638103485, 0.6812882423400879, 0,0.26819559931755066, 0.6706187725067139, 0,0.32486605644226074, 0.6199747323989868, 0,0.3643862307071686, 0.574996829032898, 0,0.40493911504745483, 0.5626130700111389, 0,0.31269997358322144, 0.49260586500167847, 0,0.34510985016822815, 0.42718175053596497, 0,0.360079288482666, 0.38198912143707275, 0,0.3713827431201935, 0.33714747428894043, 0,0.27283820509910583, 0.46528470516204834, 0,0.2910631000995636, 0.3802449107170105, 0,0.2989965081214905, 0.3260319232940674, 0,0.30437448620796204, 0.277280330657959, 0,0.23360180854797363, 0.4631413221359253, 0,0.2344411015510559, 0.3830806016921997, 0,0.23410387337207794, 0.3311884105205536, 0,0.23419944941997528, 0.2827393412590027, 0,0.19232016801834106, 0.4818043112754822, 0,0.17766818404197693, 0.4219050407409668, 0,0.16763582825660706, 0.38405460119247437, 0,0.16013821959495544, 0.34348464012145996, 0
298,0.20989716053009033, 0.681499719619751, 0,0.26617997884750366, 0.6704567670822144, 0,0.3212606608867645, 0.6199792623519897, 0,0.3604925870895386, 0.5776674747467041, 0,0.4019666314125061, 0.5703535079956055, 0,0.3141331076622009, 0.4946054220199585, 0,0.34744441509246826, 0.43147215247154236, 0,0.3627271056175232, 0.385709285736084, 0,0.3743530213832855, 0.3402346968650818, 0,0.27406466007232666, 0.4656767249107361, 0,0.2936941683292389, 0.3813159167766571, 0,0.3021736443042755, 0.32752829790115356, 0,0.30784720182418823, 0.2781142592430115, 0,0.2340935468673706, 0.4630707800388336, 0,0.23443976044654846, 0.3834657371044159, 0,0.23332299292087555, 0.33141201734542847, 0,0.23297636210918427, 0.2817377746105194, 0,0.19211158156394958, 0.4819384217262268, 0,0.17684274911880493, 0.42279982566833496, 0,0.1661738157272339, 0.3851630687713623, 0,0.15827788412570953, 0.34375524520874023, 0
332,0.20972324907779694, 0.6811830997467041, 0,0.2639022767543793, 0.6675375699996948, 0,0.31807681918144226, 0.616450309753418, 0,0.3584376573562622, 0.5782857537269592, 0,0.4009549021720886, 0.579790472984314, 0,0.3135557770729065, 0.49498316645622253, 0,0.3485344648361206, 0.43252837657928467, 0,0.3655395209789276, 0.386826753616333, 0,0.37767571210861206, 0.34240275621414185, 0,0.27374109625816345, 0.46618422865867615, 0,0.2941399812698364, 0.3816928267478943, 0,0.30277273058891296, 0.3277716636657715, 0,0.3076993525028229, 0.27814799547195435, 0,0.23405887186527252, 0.46419429779052734, 0,0.23142211139202118, 0.3847429156303406, 0,0.2273639291524887, 0.33084195852279663, 0,0.22445347905158997, 0.2795235812664032, 0,0.19324801862239838, 0.48436811566352844, 0,0.17727875709533691, 0.42648595571517944, 0,0.16645579040050507, 0.3895281255245209, 0,0.15828271210193634, 0.34855377674102783, 0
368,0.20792312920093536, 0.6808105707168579, 0,0.25711533427238464, 0.6643682718276978, 0,0.3066285252571106, 0.6148781776428223, 0,0.3459849953651428, 0.5761123895645142, 0,0.39030295610427856, 0.5764911770820618, 0,0.31270739436149597, 0.4952181875705719, 0,0.3483579456806183, 0.433590829372406, 0,0.36607038974761963, 0.38859668374061584, 0,0.379841685295105, 0.34381186962127686, 0,0.27383217215538025, 0.4664713740348816, 0,0.2949606776237488, 0.38321325182914734, 0,0.30392810702323914, 0.32980525493621826, 0,0.3088228702545166, 0.2789738178253174, 0,0.23499849438667297, 0.46522924304008484, 0,0.2306888997554779, 0.38614174723625183, 0,0.2264125943183899, 0.33264613151550293, 0,0.22301463782787323, 0.2796884775161743, 0,0.19489875435829163, 0.48701581358909607, 0,0.1800713837146759, 0.43049484491348267, 0,0.1699758619070053, 0.39277172088623047, 0,0.16240060329437256, 0.35097426176071167, 0
406,0.2089652568101883, 0.6838023662567139, 0,0.25144684314727783, 0.6611406803131104, 0,0.29210081696510315, 0.6103551983833313, 0,0.3263850510120392, 0.5692657828330994, 0,0.37369436025619507, 0.5709317922592163, 0,0.31340181827545166, 0.4943845868110657, 0,0.3481329679489136, 0.4340096712112427, 0,0.36535441875457764, 0.3901609480381012, 0,0.3795321583747864, 0.3483635187149048, 0,0.2755465507507324, 0.4662580192089081, 0,0.29513370990753174, 0.3824996054172516, 0,0.3041168749332428, 0.3292912542819977, 0,0.3093867301940918, 0.27835962176322937, 0,0.23720557987689972, 0.466007798910141, 0,0.23120340704917908, 0.3884460926055908, 0,0.22837458550930023, 0.3371254801750183, 0,0.22745457291603088, 0.2845023572444916, 0,0.19718949496746063, 0.4893789291381836, 0,0.18348988890647888, 0.4365132451057434, 0,0.17566333711147308, 0.3985690772533417, 0,0.17082925140857697, 0.35567665100097656, 0
